,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr
481,Lic Mf Tax Plan – Direct Growth,500,500,1.47,₹401Cr,10,Amit Nadekar,2.55,-0.72,14.61,0.81,1.25,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9
482,Lic Mf Ultra Short Term Fund,1000,5000,0.3,₹40Cr,3,Rahul Singh,1.98,1.33,0.39,0.75,0.85,1,LIC Mutual Fund,1,Debt,Ultra Short Duration Funds,5.0,4.5,
483,Mahindra Manulife Aggressive Hybrid Fund,500,1000,0.65,₹615Cr,4,Fatema Pacha,3.57,4.52,12.44,0.85,1.62,6,Mahindra Manulife Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,2.7,24.6,
484,Mahindra Manulife Consumption Fund,500,1000,0.82,₹54Cr,4,Abhinav Khandelwal,2.76,0.66,14.14,0.77,1.33,6,Mahindra Manulife Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.7,21.3,
485,Mahindra Manulife Dynamic Bond Fund,500,1000,0.51,₹66Cr,5,Rahul Pal,-0.01,-0.19,1.7,0.65,-0.01,3,Mahindra Manulife Mutual Fund,2,Debt,Dynamic Bond,3.4,4.4,
486,Mahindra Manulife Elss Fund,500,500,0.73,₹525Cr,6,Fatema Pacha,3.64,2.66,16.21,0.94,1.53,6,Mahindra Manulife Mutual Fund,3,Equity,ELSS Mutual Funds,2.3,29.3,12.0
487,Mahindra Manulife Equity Savings Fund,500,1000,0.7,₹418Cr,6,Fatema Pacha,3.1,3.84,8.16,1.24,1.56,4,Mahindra Manulife Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,1.7,32.4,13.3
488,Mahindra Manulife Large & Mid Cap Fund,500,1000,0.51,"₹1,056Cr",3,Manish Lodha,3.07,4.98,15.69,0.88,1.61,6,Mahindra Manulife Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.1,30.4,
489,Mahindra Manulife Large Cap Fund,500,1000,0.67,₹215Cr,4,Abhinav Khandelwal,2.71,-1.04,15.36,0.9,1.25,6,Mahindra Manulife Mutual Fund,4,Equity,Large Cap Mutual Funds,0.3,25.7,
490,Mahindra Manulife Liquid Fund,0,1000,0.15,₹514Cr,7,Rahul Pal,5.26,1.41,0.37,0.74,1.15,3,Mahindra Manulife Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.5,5.4
491,Mahindra Manulife Low Duration Fund,500,1000,0.37,₹395Cr,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4
492,Mahindra Manulife Mid Cap Fund,500,1000,0.66,"₹1,060Cr",5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,31.0,14.7
493,Mahindra Manulife Multi Cap Fund,500,1000,0.49,"₹1,515Cr",6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8
494,Mahindra Manulife Overnight Fund,0,1000,0.12,₹345Cr,4,Rahul Pal,0.52,0.61,0.34,0.43,0.1,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,
495,Mahindra Manulife Short Duration Fund,500,1000,0.29,₹43Cr,2,Rahul Pal,-,-,-,-,-,3,Mahindra Manulife Mutual Fund,3,Debt,Short Duration Funds,4.4,,
496,Mahindra Manulife Ultra Short Duration Fund,500,1000,0.35,₹170Cr,3,Rahul Pal,3.72,2.38,0.56,1.05,1.74,2,Mahindra Manulife Mutual Fund,4,Debt,Ultra Short Duration Funds,5.5,5.1,
497,Mirae Asset Banking And Psu Debt Fund,1000,5000,0.34,₹89Cr,3,Basant Bafna,-,-,-,-,-,2,Mirae Asset Mutual Fund,3,Debt,Banking and PSU Mutual Funds,3.7,,
498,Mirae Asset Cash Management Fund,1000,5000,0.17,"₹5,983Cr",10,Abhishek Iyer,6.12,1.3,0.37,0.7,1,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
499,Mirae Asset Corporate Bond Fund,1000,5000,0.46,₹57Cr,2,Mahendra Jajoo,-,-,-,-,-,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,,
500,Mirae Asset Dynamic Bond Fund,1000,5000,0.18,₹213Cr,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2
501,Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,"₹23,394Cr",10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1
502,Mirae Asset Equity Savings Fund,1000,5000,0.43,₹573Cr,4,Harshad Borawake,4.03,4.3,7.17,1.06,1.66,4,Mirae Asset Mutual Fund,5,Hybrid,Equity Savings Mutual Funds,3.7,16.1,
503,Mirae Asset Focused Fund,1000,5000,0.59,"₹8,615Cr",4,Gaurav Misra,3.4,2.4,16.34,0.92,1.47,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,28.4,
504,Mirae Asset Great Consumer Fund,1000,5000,0.5,"₹1,989Cr",10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,27.2,14.0
505,Mirae Asset Healthcare Fund,1000,5000,0.52,"₹1,505Cr",5,Vrijesh Kasera,2.23,2.95,21.5,0.99,1,6,Mirae Asset Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-10.7,25.0,
506,Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,"₹6,952Cr",8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,21.9,12.2
507,Mirae Asset Large Cap Fund,1000,5000,0.53,"₹32,910Cr",10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1
508,Mirae Asset Midcap Fund,1000,5000,0.58,"₹8,753Cr",4,Ankit Jain,3.44,2.67,16.86,0.92,1.76,6,Mirae Asset Mutual Fund,4,Equity,Mid Cap Mutual Funds,1.2,35.0,
509,Mirae Asset Money Market Fund,1000,5000,0.25,₹59Cr,2,Basant Bafna,-,-,-,-,-,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,,
510,Mirae Asset Overnight Fund,1000,5000,0.11,₹632Cr,3,Abhishek Iyer,1.26,0.67,0.34,0.45,0.2,1,Mirae Asset Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,
511,Mirae Asset Savings Fund,1000,5000,0.37,₹606Cr,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9
512,Mirae Asset Short Term Fund,1000,5000,0.31,₹406Cr,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7
513,Mirae Asset Tax Saver Fund,500,500,0.54,"₹14,043Cr",7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3
514,Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,₹284Cr,2,Basant Bafna,-,-,-,-,-,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,,
515,Motilal Oswal Balance Advantage Fund,500,500,1.19,₹667Cr,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0.3,9.9,5.6
516,Motilal Oswal Equity Hybrid Fund,500,500,0.94,₹385Cr,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3
517,Motilal Oswal Flexi Cap Fund,500,500,0.97,"₹8,332Cr",9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9
518,Motilal Oswal Focused Fund,500,500,1.0,"₹1,643Cr",10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6
519,Motilal Oswal Large And Midcap Fund,500,500,0.73,"₹1,415Cr",3,Aditya Khemani,3.17,5.27,15.94,0.85,1.55,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,
520,Motilal Oswal Liquid Fund,500,500,0.21,₹484Cr,4,Rakesh Shetty,-0.39,0.88,0.35,0.68,-0.08,2,Motilal Oswal Mutual Fund,1,Debt,Liquid Mutual Funds,5.2,3.8,
521,Motilal Oswal Long Term Equity Fund,500,500,0.8,"₹2,187Cr",8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,ELSS Mutual Funds,8.5,25.0,10.0
522,Motilal Oswal Midcap Fund,500,500,0.87,"₹3,769Cr",9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4
523,Motilal Oswal Nasdaq 100 Fof – Direct Growth,500,500,0.1,"₹3,378Cr",4,Swapnil Mayekar,1.18,-,22.3,-,0.77,6,Motilal Oswal Mutual Fund,0,Other,FoFs Overseas,-6.2,21.4,
524,Motilal Oswal Nifty 50 Index Fund,500,500,0.14,₹234Cr,3,Swapnil Mayekar,3.48,-0.6,16.66,0.99,1.31,6,Motilal Oswal Mutual Fund,4,Other,Index Funds,0.1,26.0,
525,Motilal Oswal Nifty 500 Index Fund,500,500,0.4,₹372Cr,4,Swapnil Mayekar,3.05,-0.81,16.62,0.99,1.34,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,
526,Motilal Oswal Nifty Bank Index Fund,500,500,0.21,₹332Cr,4,Swapnil Mayekar,2.02,0,25.4,1,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,10.8,25.0,
527,Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,₹644Cr,4,Swapnil Mayekar,3.32,-1.33,18.42,1.03,1.58,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,
528,Motilal Oswal Nifty Next 50 Index Fund,500,500,0.33,₹118Cr,3,Swapnil Mayekar,1.67,-4.95,18,0.98,0.95,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-5.9,21.8,
529,Motilal Oswal Nifty Smallcap 250 Index Fund,500,500,0.31,₹312Cr,4,Swapnil Mayekar,2.88,-1.24,21.03,0.99,1.52,6,Motilal Oswal Mutual Fund,2,Other,Index Funds,-4.8,37.1,
530,Motilal Oswal Ultra Short Term Fund,500,500,0.58,₹101Cr,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8
531,Navi 3 In 1 Fund,500,1000,0.34,₹15Cr,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4
532,Navi Elss Tax Saver Fund,500,500,0.4,₹56Cr,7,Aditya Mulki,-,-,-,-,-,6,Navi Mutual Fund,2,Equity,ELSS Mutual Funds,1.3,23.4,10.5
533,Navi Equity Hybrid Fund,500,10,0.42,₹82Cr,5,Aditya Mulki,2.72,1.73,11.25,0.77,1.41,6,Navi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,3.2,19.7,
534,Navi Flexi Cap Fund,500,10,0.43,₹202Cr,5,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,3,Equity,Flexi Cap Funds,2.1,25.9,
535,Navi Large & Midcap Fund,500,10,0.35,₹234Cr,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7
536,Navi Large Cap Equity Fund,500,1000,0.31,₹91Cr,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4
537,Navi Regular Savings Fund,500,10,0.39,₹26Cr,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5
538,Navi Ultra Short Term Fund,500,1000,0.73,₹11Cr,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
539,Nippon India Arbitrage Fund,100,5000,0.21,"₹9,234Cr",10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7
540,Nippon India Balanced Advantage Fund,100,100,0.65,"₹6,593Cr",10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.3,17.1,10.1
541,Nippon India Banking & Psu Debt Fund,100,5000,0.33,"₹4,008Cr",8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking and PSU Mutual Funds,4.2,6.9,7.4
542,Nippon India Banking&Financial Services-Dirgrowth,100,5000,1.32,"₹3,826Cr",10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5
543,Nippon India Consumption Fund,100,5000,1.76,₹312Cr,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6
544,Nippon India Corporate Bond Fund,100,5000,0.32,"₹1,701Cr",10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0
545,Nippon India Credit Risk Fund,100,500,1.0,₹927Cr,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4
546,Nippon India Dynamic Bond Fund,100,5000,0.28,"₹3,340Cr",10,Pranay Sinha,0.46,0.97,4.28,2,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7
547,Nippon India Equity Hybrid Fund,100,500,1.31,"₹2,764Cr",10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9
548,Nippon India Equity Savings Fund,100,5000,0.69,₹178Cr,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3
549,Nippon India Floating Rate Fund,100,5000,0.27,"₹7,288Cr",10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1
550,Nippon India Focused Equity Fund,100,5000,1.2,"₹5,929Cr",10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9
551,Nippon India Gold Savings Fund,100,100,0.19,"₹1,447Cr",10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1
552,Nippon India Growth Fund,100,100,1.09,"₹13,409Cr",10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5
553,Nippon India Gsf – Direct Growth,100,5000,0.63,"₹1,158Cr",10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3
554,Nippon India Hybrid Bond Fund,100,5000,1.26,₹716Cr,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4
555,Nippon India Income Fund,100,5000,0.58,₹238Cr,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium to Long Duration Funds,6.0,5.8,7.9
556,Nippon India Index Fund,100,5000,0.15,₹374Cr,10,Mehul Dama,3.23,-1.01,16.9,1,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0
557,Nippon India Index Fund,100,100,0.2,₹638Cr,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9
558,Nippon India Large Cap Fund,100,100,1.01,"₹12,524Cr",10,Sailesh Raj Bhan,3.01,2.97,17.74,1,1.44,6,Nippon India Mutual Fund,3,Equity,Large Cap Mutual Funds,8.4,29.5,12.6
559,Nippon India Liquid Fund,100,1000,0.2,"₹25,358Cr",10,Anju Chhajer,4.53,1.5,0.39,0.83,1.01,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
560,Nippon India Low Duration Fund,100,500,0.37,"₹6,232Cr",10,Anju Chhajer,2.8,2.56,0.98,0.58,1.82,2,Nippon India Mutual Fund,4,Debt,Low Duration Funds,5.3,6.2,6.5
561,Nippon India Money Market Fund,100,500,0.21,"₹10,718Cr",10,Anju Chhajer,5.44,2.79,0.56,1.21,2.11,3,Nippon India Mutual Fund,5,Debt,Money Market Funds,5.7,5.3,6.3
562,Nippon India Multi Cap Fund,100,100,1.12,"₹14,091Cr",10,Sailesh Raj Bhan,3.33,6.54,19.22,0.99,1.55,6,Nippon India Mutual Fund,0,Equity,Multi Cap Funds,10.7,33.7,13.2
563,Nippon India Nifty Next 50 Junior Bees Fof-Dir Growth,100,100,0.02,₹148Cr,4,Mehul Dama,1.75,-4.27,18.26,0.99,0.99,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,
564,Nippon India Overnight Fund,100,100,0.08,"₹8,861Cr",4,Anju Chhajer,0.4,0.63,0.35,0.46,0.07,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,
565,Nippon India Pharma Fund,100,5000,1.17,"₹4,267Cr",10,Sailesh Raj Bhan,2.09,2.71,20.6,0.95,0.99,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-7.0,24.7,15.6
566,Nippon India Power & Infra Fund,100,5000,1.58,"₹1,871Cr",10,Sanjay Doshi,3.52,9.72,19.09,0.7,1.67,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,20.4,37.2,10.1
567,Nippon India Quant Fund,100,5000,0.54,₹34Cr,10,Ashutosh Bhargava,2.91,2.11,14.96,0.84,1.47,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9
568,Nippon India Retirement Fund,500,500,0.85,₹172Cr,8,Pranay Sinha,1.38,-0.72,4.79,0.61,0.76,4,Nippon India Mutual Fund,2,Solution Oriented,Retirement Funds,4.0,8.4,7.4
569,Nippon India Retirement Fund,500,500,1.03,"₹2,233Cr",8,Pranay Sinha,3.35,-0.56,16.26,0.95,1.34,6,Nippon India Mutual Fund,1,Solution Oriented,Retirement Funds,1.3,25.3,6.7
570,Nippon India Short Term Fund,100,100,0.34,"₹5,147Cr",10,Sushil Budhia,2.42,4.95,1.6,1.94,1.47,3,Nippon India Mutual Fund,4,Debt,Short Duration Funds,4.3,6.7,7.2
571,Nippon India Small Cap Fund,100,5000,0.86,"₹23,910Cr",10,Samir Rachh,4.2,10.01,19.31,0.89,2.06,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8
572,Nippon India Strategic Debt Fund,100,5000,1.4,₹151Cr,9,Sushil Budhia,2.12,4.14,8.43,0.16,0.5,6,Nippon India Mutual Fund,2,Debt,Medium Duration Funds,2.7,8.3,-0.9
573,Nippon India Tax Saver (Elss) Fund,500,500,1.18,"₹11,210Cr",10,Rupesh Patel,2.75,0.53,17.25,0.98,1.37,6,Nippon India Mutual Fund,1,Equity,ELSS Mutual Funds,1.8,27.3,6.5
574,Nippon India Us Equity Opportunities Fund,100,100,1.22,₹534Cr,8,Kinjal Desai,1.33,-,19.57,-,0.67,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.7,32.4,13.3
575,Nippon India Usd Fund,100,100,0.38,"₹5,114Cr",10,Vivek Sharma,3.13,3.47,1.79,0.53,1.54,3,Nippon India Mutual Fund,5,Debt,Ultra Short Duration Funds,5.9,7.0,5.9
576,Nippon India Value Fund,100,500,1.21,"₹4,641Cr",10,Meenakshi Dawar,3.34,4.25,16.97,0.97,1.54,6,Nippon India Mutual Fund,3,Equity,Value Funds,0.0,30.3,12.2
577,Nippon India Vision Fund,100,5000,1.55,"₹3,024Cr",10,Amar Kalkundrikar,3.41,2.62,15.86,0.91,1.48,6,Nippon India Mutual Fund,1,Equity,Large & Mid Cap Funds,2.1,27.4,9.3
578,Parag Parikh Flexi Cap Fund,1000,1000,0.75,"₹29,953Cr",10,Rajeev Thakkar,3.06,10.65,14.53,0.7,1.86,6,PPFAS Mutual Fund,5,Equity,Flexi Cap Funds,2.3,33.6,17.6
579,Parag Parikh Liquid Fund,1000,5000,0.17,"₹1,456Cr",5,Raj Mehta,0.59,0.87,0.34,0.62,0.13,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,
580,Parag Parikh Tax Saver Fund,1000,500,0.8,"₹1,147Cr",4,Rajeev Thakkar,4.17,12.64,12.88,0.62,2.11,6,PPFAS Mutual Fund,5,Equity,ELSS Mutual Funds,8.0,33.0,
581,Pgim India Arbitrage Fund,1000,5000,0.33,₹168Cr,9,Utkarsh Katkoria,0.85,1.06,0.7,0.41,0.73,1,PGIM India Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.3,4.5,5.2
582,Pgim India Banking&Psu Debt Fund,1000,5000,0.25,₹53Cr,10,Puneet Pal,2.06,3.87,1.73,1.62,0.99,2,PGIM India Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.1,6.4,7.1
583,Pgim India Corporate Bond Fund,1000,5000,0.29,₹49Cr,10,Puneet Pal,2.99,1.95,1.74,0.58,1.21,2,PGIM India Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.3,6.8,6.9
584,Pgim India Dynamic Bond Fund,1000,5000,0.36,₹135Cr,10,Puneet Pal,0.89,1.08,1.93,0.85,0.68,2,PGIM India Mutual Fund,3,Debt,Dynamic Bond,4.6,5.7,7.4
585,Pgim India Elss Tax Saver Fund,500,500,1.0,₹451Cr,7,Srinivas Rao Ravuri,3.32,4.67,16.01,0.92,1.64,6,PGIM India Mutual Fund,4,Equity,ELSS Mutual Funds,2.9,31.8,13.7
586,Pgim India Equity Savings Fund,1000,5000,0.42,₹143Cr,10,Anandha Padmanabhan Anjen,4.61,4.09,4.51,0.6,1.86,2,PGIM India Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,4.3,12.6,8.0
587,Pgim India Flexi Cap Fund,1000,100,0.4,"₹5,199Cr",8,Aniruddha Naha,3.13,5.27,17.81,0.99,1.6,6,PGIM India Mutual Fund,5,Equity,Flexi Cap Funds,-2.3,34.0,15.7
588,Pgim India Geo Fund,1000,5000,1.44,"₹1,336Cr",10,Rahul Jagwani,1.01,-,25.79,-,0.55,6,PGIM India Mutual Fund,0,Other,FoFs Overseas,-7.9,18.9,14.1
589,Pgim India Gilt Fund,1000,5000,0.39,₹135Cr,10,Puneet Pal,0.74,0.65,2.16,0.47,0.54,3,PGIM India Mutual Fund,3,Debt,Gilt Mutual Funds,4.2,5.3,7.0
590,Pgim India Hybrid Equity Fund,1000,5000,0.68,₹217Cr,10,Vivek Sharma,2.6,2.02,12.12,0.78,1.35,6,PGIM India Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,4.0,20.6,9.0
591,Pgim India Large Cap Fund,1000,5000,0.98,₹427Cr,10,Srinivas Rao Ravuri,2.87,-0.62,15.14,0.89,1.28,6,PGIM India Mutual Fund,2,Equity,Large Cap Mutual Funds,4.7,24.1,10.9
592,Pgim India Liquid Fund,1000,100,0.17,₹809Cr,10,Puneet Pal,4.88,1.42,0.38,0.76,1.07,2,PGIM India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
593,Pgim India Low Duration Fund,1000,5000,0.35,₹97Cr,10,Puneet Pal,0.05,0.46,1.43,0.27,0.07,2,PGIM India Mutual Fund,1,Debt,Low Duration Funds,5.5,4.3,2.0
594,Pgim India Midcap Opportunities Fund,1000,5000,0.46,"₹7,707Cr",9,Aniruddha Naha,4.61,6.9,18.52,0.97,1.92,6,PGIM India Mutual Fund,5,Equity,Mid Cap Mutual Funds,2.0,42.9,19.0
595,Pgim India Money Market Fund,1000,5000,0.15,₹235Cr,3,Puneet Pal,5.23,2.48,0.5,1.14,1.92,2,PGIM India Mutual Fund,4,Debt,Money Market Funds,5.7,5.1,
596,Pgim India Overnight Fund,1000,100,0.12,₹75Cr,4,Puneet Pal,0.95,0.67,0.33,0.46,0.16,1,PGIM India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,
597,Pgim India Short Duration Fund,1000,5000,0.5,₹29Cr,10,Puneet Pal,2.05,3.73,1.49,1.62,1.04,2,PGIM India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6
598,Pgim India Ultra Short Duration Fund,1000,5000,0.25,₹405Cr,10,Puneet Pal,4.43,2.45,0.53,1.08,1.9,2,PGIM India Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,7.3
599,Quant Absolute Fund,1000,5000,0.56,"₹1,013Cr",10,Sanjeev Sharma,3.75,16.98,14.41,0.73,2.12,6,Quant Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,7.3,38.2,19.1
600,Quant Active Fund,1000,5000,0.58,"₹3,531Cr",10,Sanjeev Sharma,3.33,13.82,19.65,0.97,1.87,6,Quant Mutual Fund,0,Equity,Multi Cap Funds,1.0,45.5,19.9
601,Quant Flexi Cap Fund,1000,5000,0.58,"₹1,044Cr",10,Vasav Sahgal,3.65,15.93,19.16,0.91,1.94,6,Quant Mutual Fund,5,Equity,Flexi Cap Funds,6.8,47.7,18.2
602,Quant Focused Fund,1000,5000,0.57,₹219Cr,10,Sanjeev Sharma,3.14,8.6,17.34,0.85,1.61,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1
603,Quant Infrastructure Fund,1000,5000,0.64,₹822Cr,10,Vasav Sahgal,3.44,27.24,19.24,0.53,2.3,6,Quant Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.6,61.5,21.1
