,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr,Score,fund_score,rank,composite_score,Rank
88,Bank Of India Conservative Hybrid Fund,1000,5000,0.615,₹63Cr,10,Alok Singh,4.71,6.44,11.85,0.64,0.93,3,Bank Of India Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,22.3,22.3,6.4,3.33875,0.2862786273639766,225.0,0.4248991788990373,137.0
89,Bank Of India Credit Risk Fund,0,5000,1.54,₹161Cr,8,Alok Singh,0.91,-13.36,77.72,-31.86,0.38,4,Bank Of India Mutual Fund,5,Debt,Credit Risk Funds,130.8,130.8,-4.1,-5.446,0.27296556861392807,308.0,0.47540005762115184,23.0
90,Bank Of India Large & Mid Cap Equity Fund,1000,5000,1.89,₹204Cr,10,Nitin Gosar,2.66,1.7,15.55,0.88,1.4,6,Bank Of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,2.7,9.5,2.853999999999999,0.23542585150730225,539.0,0.3012917516467747,782.0
91,Bank Of India Liquid Fund,0,5000,0.18,₹403Cr,10,Mithraem Bharucha,4.06,1.38,0.38,0.76,0.92,2,Bank Of India Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,5.7,5.3,2.584,0.2354038533872687,540.0,0.39567540967099485,333.0
92,Bank Of India Manufacturing & Infrastr Fund,1000,5000,1.55,₹87Cr,10,Nitin Gosar,3.23,12.2,16.3,0.54,1.8,6,Bank Of India Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.6,7.6,11.5,5.930499999999999,0.32714210208571115,90.0,0.37728352196061365,490.0
93,Bank Of India Mid & Small Cap Equity & Debt Fund,1000,5000,1.92,₹380Cr,7,Alok Singh,2.56,10.87,15.51,0.75,1.59,6,Bank Of India Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,-0.3,-0.3,10.4,5.303,0.2778828137273034,278.0,0.3128856820554019,767.0
94,Bank Of India Midcap Tax Fund,0,500,0.95,₹51Cr,5,Dhruv Bhatia,2.64,3.13,17.03,0.87,1.38,6,Bank Of India Mutual Fund,0,Equity,Elss Mutual Funds,-4.1,-4.1,10.6,3.1394999999999995,0.2613747007213678,380.0,0.3606103120608351,601.0
95,Bank Of India Midcap Tax Fund,0,500,0.56,₹26Cr,4,Dhruv Bhatia,2.65,2.58,16.94,0.87,1.36,6,Bank Of India Mutual Fund,0,Equity,Elss Mutual Funds,-4.7,-4.7,8.9,2.5395000000000003,0.25157701833071955,440.0,0.3737189828953793,517.0
96,Bank Of India Overnight Fund,0,5000,0.17,₹82Cr,3,Mithraem Bharucha,1.92,0.76,0.34,0.47,0.39,1,Bank Of India Mutual Fund,5,Debt,Overnight Mutual Funds,5.5,5.5,8.9,3.601,0.23313745937096725,560.0,0.40141578087975693,281.0
97,Bank Of India Short Term Income – Direct Growth,1000,5000,0.98,₹72Cr,10,Mithraem Bharucha,0.76,3.58,11.44,-0.99,0.43,2,Bank Of India Mutual Fund,5,Debt,Short Duration Funds,28.3,28.3,4.0,2.1805000000000003,0.2122453537252451,683.0,0.36581142885618523,569.0
98,Bank Of India Small Cap Fund,1000,5000,1.52,₹414Cr,4,Dhruv Bhatia,4.16,8.58,18.44,0.81,1.93,6,Bank Of India Mutual Fund,4,Equity,Small Cap Mutual Funds,-1.0,-1.0,8.9,4.333500000000001,0.2870132418007388,221.0,0.33969493339042883,692.0
99,Bank Of India Tax Advantage Fund,500,500,1.31,₹676Cr,10,Alok Singh,2.88,3.48,16.3,0.89,1.5,6,Bank Of India Mutual Fund,4,Equity,Elss Mutual Funds,0.9,0.9,13.2,4.6309999999999985,0.29188159081830245,192.0,0.37091968108916706,540.0
100,Bank Of India Ultra Short Duration Fund,1000,5000,0.36,₹118Cr,10,Mithraem Bharucha,2.16,2.06,0.52,1.12,1.07,3,Bank Of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.2,5.7,2.536,0.22785237013502896,596.0,0.38238535643280225,454.0
101,Baroda Bnp Paribas Aggressive Hybrid Fund,300,5000,0.61,₹772Cr,6,Jitendra Sriram,2.79,1.88,11.77,0.79,1.39,6,Baroda Bnp Paribas Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,3.5,3.5,13.3,4.7355,0.303817894904699,136.0,0.4243342132499558,141.0
102,Baroda Bnp Paribas Arbitrage Fund,300,5000,0.49,₹354Cr,6,Neeraj Saxena,0.99,1.39,0.71,0.59,0.85,1,Baroda Bnp Paribas Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.2,5.2,5.6,2.4884999999999993,0.2062696891557898,711.0,0.361547501895665,595.0
103,Baroda Bnp Paribas Balanced Advantage Fund,500,5000,0.64,"₹3,123Cr",4,Sanjay Chawla,3.41,2.61,10.57,0.7,1.46,6,Baroda Bnp Paribas Mutual Fund,4,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,3.7,3.7,8.9,3.4884999999999993,0.27269318539702253,310.0,0.3950103597072895,342.0
104,Baroda Bnp Paribas Banking & Psu Bond Fund,500,5000,0.39,₹40Cr,2,Prashant Pimple,2.87,1.855,12.3,0.86,1.29,2,Baroda Bnp Paribas Mutual Fund,2,Debt,Banking And Psu Mutual Funds,2.5,2.5,8.9,2.9214999999999995,0.2640930945167754,358.0,0.4034219415914014,265.0
105,Baroda Bnp Paribas Banking&Fin Serv Fund,500,5000,1.63,₹69Cr,10,Miten Vora,1.77,-2.87,22.87,0.89,0.82,6,Baroda Bnp Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,6.6,9.1,1.3504999999999996,0.20137129215715813,725.0,0.3054854542202239,774.0
106,Baroda Bnp Paribas Conservative Hybrid Fund,300,1000,0.78,₹501Cr,10,Pratish Krishnan,2.74,0.64,3.7,0.58,1.29,4,Baroda Bnp Paribas Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,3.7,3.7,7.7,3.043,0.24065741586450382,507.0,0.3672339109847948,561.0
107,Baroda Bnp Paribas Corporate Bond Fund,300,5000,0.32,₹17Cr,10,Mayank Prakash,0.63,0.69,2.22,0.9,0.43,2,Baroda Bnp Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,2.8,4.4,1.6720000000000002,0.1753714555108538,782.0,0.34731767340261,660.0
108,Baroda Bnp Paribas Credit Risk Fund,500,5000,0.78,₹179Cr,8,Prashant Pimple,1.9,1.72,5.8,-3.29,1.06,4,Baroda Bnp Paribas Mutual Fund,5,Debt,Credit Risk Funds,5.7,5.7,7.6,3.4214999999999995,0.2384402592416582,518.0,0.3597253279528483,603.0
109,Baroda Bnp Paribas Dynamic Bond Fund,300,1000,0.71,₹115Cr,10,Mayank Prakash,0.56,0.91,2.65,1.36,0.49,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.2,6.6,2.324,0.19186550836699223,755.0,0.3435793933622008,680.0
110,Baroda Bnp Paribas Elss Fund,500,500,1.12,₹651Cr,10,Sanjay Chawla,2.92,-0.94,14.42,0.83,1.29,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Elss Mutual Funds,-2.4,-2.4,10.5,2.8514999999999997,0.24303530204754106,497.0,0.34591370841630137,671.0
111,Baroda Bnp Paribas Equity Savings Fund,500,5000,1.45,₹250Cr,4,Pratish Krishnan,2.42,0.25,4.91,0.73,1.12,4,Baroda Bnp Paribas Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.7,3.7,8.9,3.0395000000000003,0.22571358076999556,616.0,0.32216257701376627,745.0
112,Baroda Bnp Paribas Focused Fund,300,5000,0.67,₹299Cr,5,Sanjay Chawla,2.96,-1.21,14.73,0.85,1.27,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Focused Funds,0.5,0.5,9.9,2.6195000000000004,0.2517909579277495,439.0,0.38120740750710824,462.0
113,Baroda Bnp Paribas Gilt Fund,500,5000,0.14,₹138Cr,10,Mayank Prakash,0.34,0.07,2.89,0.66,0.28,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,3.7,6.8,2.2255,0.1940170939851992,750.0,0.37478260903504174,507.0
114,Baroda Bnp Paribas India Consumption Fund,300,5000,0.81,₹880Cr,5,Shiv Chanani,3.08,2.41,13.62,0.71,1.38,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.2,5.2,8.9,3.121,0.265260031894819,354.0,0.38345139830122005,443.0
115,Baroda Bnp Paribas Large Cap Fund,300,5000,0.94,"₹1,347Cr",10,Jitendra Sriram,2.71,-0.18,14.57,0.86,1.32,6,Baroda Bnp Paribas Mutual Fund,4,Equity,Large Cap Mutual Funds,3.0,3.0,12.8,3.8495000000000004,0.27975555420199194,263.0,0.39109440790192224,385.0
116,Baroda Bnp Paribas Liquid Fund,500,5000,0.19,"₹6,686Cr",10,Vikram Pamnani,4.11,1.32,0.38,0.72,0.93,2,Baroda Bnp Paribas Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,5.7,5.4,2.7555,0.23660435755240677,527.0,0.3959605564955268,329.0
117,Baroda Bnp Paribas Low Duration Fund,300,5000,0.39,₹175Cr,10,Mayank Prakash,2.55,3.17,0.96,1.28,1.51,3,Baroda Bnp Paribas Mutual Fund,3,Debt,Low Duration Funds,5.0,5.0,6.5,3.2044999999999995,0.2559348301707021,415.0,0.3986204718072212,307.0
118,Baroda Bnp Paribas Medium Duration Fund,300,5000,0.69,₹37Cr,9,Mayank Prakash,0.42,0.42,2.34,1.16,0.32,3,Baroda Bnp Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,3.9,3.5,1.2885000000000002,0.15340702669188905,800.0,0.3135858681699596,766.0
119,Baroda Bnp Paribas Mid Cap Fund,300,5000,0.59,"₹1,192Cr",10,Shiv Chanani,3.35,1.31,15.92,0.86,1.67,6,Baroda Bnp Paribas Mutual Fund,3,Equity,Mid Cap Mutual Funds,2.4,2.4,13.6,4.2575,0.31660373081555554,113.0,0.4328538599395682,98.0
120,Baroda Bnp Paribas Money Market Fund,500,5000,0.2,₹111Cr,4,Vikram Pamnani,0.91,1.72,0.46,1.15,0.38,2,Baroda Bnp Paribas Mutual Fund,2,Debt,Money Market Funds,5.0,5.0,8.9,3.2994999999999997,0.22682769040156386,606.0,0.3962557043025484,325.0
121,Baroda Bnp Paribas Multi Cap Fund,500,5000,1.1,"₹1,628Cr",10,Sanjay Chawla,3.05,2.11,16.27,0.9,1.44,6,Baroda Bnp Paribas Mutual Fund,2,Equity,Multi Cap Funds,-1.7,-1.7,12.3,3.7864999999999998,0.2784301262962417,275.0,0.37016985297488925,545.0
122,Baroda Bnp Paribas Overnight Fund,500,5000,0.08,₹423Cr,4,Vikram Pamnani,0.32,0.62,0.34,0.45,0.05,1,Baroda Bnp Paribas Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.2104999999999997,0.2117461033214672,685.0,0.39405958511318717,356.0
123,Baroda Bnp Paribas Short Duration Fund,500,5000,0.37,₹235Cr,10,Prashant Pimple,1.23,3.6,1.75,1.55,0.88,3,Baroda Bnp Paribas Mutual Fund,3,Debt,Short Duration Funds,4.2,4.2,6.7,3.1725,0.2271676567764285,601.0,0.38118193878588236,463.0
124,Baroda Bnp Paribas Ultra Short Duration Fund,500,5000,0.22,₹560Cr,5,Vikram Pamnani,3.14,2.59,0.53,1.24,1.77,2,Baroda Bnp Paribas Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,5.7,8.9,3.8925,0.2941932832886931,179.0,0.4376621986219277,80.0
125,Bharat Bond Fof – April 2025 – Direct Growth,500,1000,0.06,"₹3,912Cr",3,Dhawal Dalal,2.87,1.855,12.3,0.86,1.29,2,Edelweiss Mutual Fund,2,Other,Fofs Domestic,2.6,2.6,8.9,2.9379999999999993,0.27223022196633967,314.0,0.4276007658005593,123.0
126,Canara Robeco Bluechip Equity Fund,1000,5000,0.48,"₹8,672Cr",10,Shridatta Bhandwaldar,3.07,0.16,14.97,0.89,1.35,6,Canara Robeco Mutual Fund,5,Equity,Large Cap Mutual Funds,1.7,1.7,14.4,4.555,0.3081224381235872,128.0,0.4350996546811364,93.0
127,Canara Robeco Conservative Hybrid Fund,1000,5000,0.57,"₹1,069Cr",10,Avnish Jain,3.41,2.59,3.98,0.6,1.74,4,Canara Robeco Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,3.8,3.8,9.4,4.1785,0.288866594081027,210.0,0.4103043980674823,230.0
128,Canara Robeco Consumer Trends Fund,1000,5000,1.0,₹935Cr,10,Shridatta Bhandwaldar,3.47,4.63,14.66,0.74,1.48,6,Canara Robeco Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.1,7.1,15.1,5.532,0.3349409621346212,76.0,0.4265925895656373,129.0
129,Canara Robeco Corporate Bond Fund,1000,5000,0.39,₹191Cr,9,Avnish Jain,1.35,1.33,1.81,0.77,0.85,2,Canara Robeco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.0,4.0,6.7,2.7475,0.2188122921649993,646.0,0.3750860023887302,503.0
130,Canara Robeco Dynamic Bond Fund,1000,5000,0.66,₹116Cr,10,Kunal Jain,0.64,0.74,2.17,1.02,0.47,3,Canara Robeco Mutual Fund,3,Debt,Dynamic Bond,4.7,4.7,6.6,2.4795,0.19193748340476488,754.0,0.34502617568760385,675.0
131,Canara Robeco Emerging Equities – Direct Growth,1000,5000,0.6,"₹15,261Cr",10,Shridatta Bhandwaldar,3.36,2.48,15.69,0.89,1.47,6,Canara Robeco Mutual Fund,3,Equity,Large & Mid Cap Funds,-0.2,-0.2,12.6,4.161,0.3003254339474791,153.0,0.414800632850151,207.0
132,Canara Robeco Equity Hybrid Fund,1000,5000,0.63,"₹8,235Cr",10,Shridatta Bhandwaldar,3.25,1.49,11.27,0.78,1.4,6,Canara Robeco Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.8,1.8,12.2,4.203999999999999,0.2925635877356257,187.0,0.4116486625278937,219.0
133,Canara Robeco Equity Tax Saver Fund,500,500,0.64,"₹4,685Cr",10,Vishal Mishra,3.08,2.7,15.37,0.87,1.51,6,Canara Robeco Mutual Fund,5,Equity,Elss Mutual Funds,1.2,1.2,15.5,5.398,0.3285111629231389,88.0,0.4370579000199944,83.0
134,Canara Robeco Flexi Cap Fund,1000,5000,0.55,"₹8,630Cr",10,Shridatta Bhandwaldar,2.84,0.32,14.9,0.87,1.39,6,Canara Robeco Mutual Fund,4,Equity,Flexi Cap Funds,-0.9,-0.9,13.8,4.265999999999999,0.29701472925240047,165.0,0.4190111998224136,176.0
135,Canara Robeco Gilt Fund,1000,5000,0.54,₹80Cr,10,Kunal Jain,0.55,0.47,2.52,0.55,0.43,3,Canara Robeco Mutual Fund,3,Debt,Gilt Mutual Funds,4.3,4.3,7.0,2.5494999999999997,0.1954576486442618,744.0,0.35339042586856995,634.0
136,Canara Robeco Income Fund,1000,5000,0.75,₹125Cr,10,Avnish Jain,0.69,0.87,2.74,1.32,0.45,3,Canara Robeco Mutual Fund,3,Debt,Medium To Long Duration Funds,3.9,3.9,7.0,2.5735,0.19183282024201084,756.0,0.33958477667644266,693.0
137,Canara Robeco Infrastructure – Direct Growth,1000,5000,1.32,₹247Cr,10,Shridatta Bhandwaldar,3.99,10.9,16.53,0.59,1.8,6,Canara Robeco Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,13.7,13.7,12.2,5.728,0.3496706132003442,51.0,0.4164070594651099,196.0
138,Canara Robeco Liquid Fund,1000,5000,0.11,"₹2,548Cr",10,Kunal Jain,3.04,1.07,0.39,0.66,0.47,2,Canara Robeco Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,5.6,5.1,2.08,0.2114199657181261,686.0,0.3845757767307012,431.0
139,Canara Robeco Overnight Fund,0,5000,0.1,₹216Cr,4,Suman Prasad,0.03,0.61,0.34,0.45,0.0,1,Canara Robeco Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,5.3,8.9,3.0475,0.20730952696309923,705.0,0.3901689824152007,396.0
140,Canara Robeco Savings Fund,1000,5000,0.31,"₹1,003Cr",10,Kunal Jain,2.24,2.64,0.77,1.33,1.12,2,Canara Robeco Mutual Fund,2,Debt,Low Duration Funds,5.0,5.0,5.9,2.7015000000000002,0.2347064197765589,547.0,0.3893692878595784,401.0
141,Canara Robeco Short Duration Fund,1000,5000,0.47,₹520Cr,10,Suman Prasad,1.68,3.98,1.59,1.95,0.87,2,Canara Robeco Mutual Fund,3,Debt,Short Duration Funds,4.1,4.1,6.5,3.1695,0.22641420847889868,612.0,0.3745479516368268,510.0
142,Canara Robeco Small Cap Fund,1000,5000,0.47,"₹4,831Cr",4,Shridatta Bhandwaldar,4.62,12.23,17.75,0.79,2.17,6,Canara Robeco Mutual Fund,5,Equity,Small Cap Mutual Funds,-0.6,-0.6,8.9,5.3495,0.3380548137724305,73.0,0.4284471073721873,120.0
143,Canara Robeco Ultra Short Term Fund,500,500,0.4,₹565Cr,10,Suman Prasad,2.11,1.82,0.51,1.04,0.84,2,Canara Robeco Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.2,5.3,2.3244999999999996,0.21414585332967115,675.0,0.3706796058568156,542.0
144,Dsp Arbitrage Fund,500,500,0.35,"₹1,238Cr",5,Kedar Karnik,1.08,1.45,0.72,0.64,0.82,1,Dsp Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,5.6,5.4,2.4385,0.20822960916218083,698.0,0.3710539018892375,539.0
145,Dsp Banking & Psu Debt Fund,500,500,0.33,"₹2,463Cr",10,Vikram Chopra,1.59,4.78,1.87,2.4,0.84,2,Dsp Mutual Fund,3,Debt,Banking And Psu Mutual Funds,4.0,4.0,6.9,3.4139999999999997,0.23398006056529155,553.0,0.387941536010729,410.0
146,Dsp Bond Fund,500,500,0.39,₹333Cr,10,Vivek Ramakrishnan,0.98,1.17,2.36,1.02,0.62,3,Dsp Mutual Fund,3,Debt,Medium Duration Funds,3.8,3.8,4.9,2.0894999999999997,0.19054043234121146,760.0,0.3549164270135752,625.0
147,Dsp Corporate Bond Fund,500,500,0.25,"₹2,065Cr",5,Vivek Ramakrishnan,0.59,0.76,2.16,0.73,0.45,3,Dsp Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.6,2.6,8.9,3.0549999999999993,0.2188378936408569,645.0,0.3850050483742551,428.0
148,Dsp Credit Risk Fund,500,500,0.38,₹210Cr,10,Laukik Bagwe,1.23,2.84,4.32,0.26,0.58,4,Dsp Mutual Fund,3,Debt,Credit Risk Funds,10.8,10.8,4.5,2.2359999999999998,0.20629757942281307,710.0,0.37230213133427104,527.0
149,Dsp Dynamic Asset Allocation Fund,500,500,0.71,"₹3,770Cr",9,Atul Bhole,2.7,-0.92,8.62,0.53,1.03,5,Dsp Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,1.7,1.7,8.3,2.469,0.22955891761929328,584.0,0.363267832758891,588.0
150,Dsp Equity & Bond Fund,500,500,0.78,"₹7,358Cr",10,Atul Bhole,2.7,0.51,12.7,0.83,1.25,6,Dsp Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.6,0.6,10.7,3.296499999999999,0.26050323719429846,384.0,0.38008698319066403,467.0
151,Dsp Equity Opportunities Fund,500,500,0.91,"₹7,110Cr",10,Rohit Singhania,2.87,1.89,16.6,0.93,1.4,6,Dsp Mutual Fund,3,Equity,Large & Mid Cap Funds,3.2,3.2,11.7,3.6959999999999997,0.282173743530621,248.0,0.3907856679746929,389.0
152,Dsp Equity Savings Fund,500,500,0.4,₹535Cr,7,Kedar Karnik,3.55,4.83,6.37,0.88,1.75,4,Dsp Mutual Fund,2,Hybrid,Equity Savings Mutual Funds,4.0,4.0,7.8,3.5735,0.2878751217653831,216.0,0.4152861069292857,205.0
153,Dsp Flexi Cap Fund,500,500,0.76,"₹7,725Cr",10,Atul Bhole,2.56,-1.47,16.67,0.93,1.23,6,Dsp Mutual Fund,3,Equity,Flexi Cap Funds,-0.1,-0.1,12.0,3.0839999999999996,0.2626113027524269,368.0,0.38594639693646876,420.0
154,Dsp Floater Fund,500,500,0.24,₹983Cr,2,Kedar Karnik,2.87,1.855,12.3,0.86,1.29,2,Dsp Mutual Fund,1,Debt,Floater Mutual Funds,4.4,4.4,8.9,2.7789999999999995,0.27087242910197445,320.0,0.4193413406958359,174.0
155,Dsp Focus Fund,500,500,1.08,"₹1,784Cr",10,Vinit Sambre,2.4,-2.77,16.44,0.9,1.11,6,Dsp Mutual Fund,2,Equity,Focused Funds,-1.7,-1.7,8.9,1.717,0.2138098248907092,677.0,0.33083077684945095,721.0
156,Dsp Global Allocation Fund,500,500,1.43,₹70Cr,9,Jay Kothari,1.15,1.855,10.88,0.86,0.67,6,Dsp Mutual Fund,0,Other,Fofs Overseas,0.6,0.6,7.9,2.2165,0.19323567360499078,752.0,0.2954008566523358,793.0
157,Dsp G-Sec Fund,500,500,0.54,₹430Cr,10,Vikram Chopra,0.93,1.15,2.85,0.62,0.64,3,Dsp Mutual Fund,4,Debt,Gilt Mutual Funds,4.4,4.4,8.6,3.3374999999999995,0.22260215179092074,629.0,0.3724728660688642,524.0
158,Dsp Healthcare Fund,500,500,1.04,"₹1,197Cr",4,Vinit Sambre,2.42,6.84,17.83,0.78,1.19,6,Dsp Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-3.6,-3.6,8.9,3.2935000000000008,0.25019026596284644,449.0,0.3422664914400141,684.0
159,Dsp India T.I.G.E.R. Fund,500,500,1.34,"₹1,797Cr",10,Rohit Singhania,3.58,10.78,17.58,0.64,1.78,6,Dsp Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,15.8,15.8,11.9,5.554,0.34586781539784683,54.0,0.4163702929481392,197.0
160,Dsp Liquidity Fund,500,500,0.15,"₹13,582Cr",10,Kedar Karnik,4.19,1.29,0.37,0.73,0.83,3,Dsp Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,5.6,5.3,2.4014999999999995,0.23346607945761436,557.0,0.3958119917226329,332.0
161,Dsp Low Duration Fund,500,500,0.3,"₹3,340Cr",8,Karan Mundhara,3.06,2.97,0.83,1.35,1.4,2,Dsp Mutual Fund,2,Debt,Low Duration Funds,5.1,5.1,6.3,2.94,0.25536514560678336,422.0,0.4030340997646994,267.0
162,Dsp Midcap Fund,500,500,0.77,"₹13,213Cr",10,Vinit Sambre,2.26,-6.18,15.81,0.85,1.2,6,Dsp Mutual Fund,2,Equity,Mid Cap Mutual Funds,-3.9,-3.9,9.5,1.2824999999999998,0.21274065093550798,681.0,0.34916195748059126,650.0
163,Dsp Natural Resources & New Energy – Direct Growth,500,500,1.21,₹673Cr,10,Rohit Singhania,2.31,21.48,23.46,0.43,1.39,6,Dsp Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-0.7,-0.7,12.0,6.9190000000000005,0.339993239746862,70.0,0.38215055123858577,456.0
164,Dsp Nifty 50 Equal Weight Index Fund,500,500,0.4,₹498Cr,5,Anil Ghelani,3.22,3.52,17.4,1.01,1.51,6,Dsp Mutual Fund,3,Other,Index Funds,2.2,2.2,10.7,3.7254999999999994,0.2958313277039032,169.0,0.42362804280596744,149.0
165,Dsp Nifty 50 Index Fund,500,500,0.24,₹271Cr,4,Anil Ghelani,3.43,-0.76,16.67,0.99,1.3,6,Dsp Mutual Fund,3,Other,Index Funds,0.9,0.9,8.9,2.3329999999999993,0.25947347826254197,390.0,0.40917601651861957,237.0
166,Dsp Nifty Next 50 Index Fund,500,500,0.32,₹227Cr,4,Anil Ghelani,1.68,-4.59,17.93,0.97,0.97,6,Dsp Mutual Fund,2,Other,Index Funds,-6.3,-6.3,8.9,1.2849999999999993,0.20784841417535527,701.0,0.365793615497525,570.0
167,Dsp Overnight Fund,500,500,0.06,"₹2,754Cr",4,Kedar Karnik,0.73,0.67,0.34,0.47,0.12,1,Dsp Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,5.4,8.9,3.3845,0.21766557586493396,653.0,0.39863974613158454,306.0
168,Dsp Regular Savings Fund,500,500,0.51,₹199Cr,10,Vikram Chopra,2.68,2.26,4.28,0.61,1.55,3,Dsp Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,3.0,3.0,6.0,2.5919999999999996,0.2449613278287885,483.0,0.3803013607354044,465.0
169,Dsp Savings Fund,500,500,0.25,"₹3,903Cr",10,Kedar Karnik,1.82,3.15,0.81,1.65,1.15,3,Dsp Mutual Fund,2,Debt,Money Market Funds,5.0,5.0,5.9,2.7944999999999993,0.23571851273647118,535.0,0.39400141677962536,362.0
170,Dsp Short Term Fund,500,500,0.3,"₹2,821Cr",10,Laukik Bagwe,1.75,4.96,1.67,2.51,0.96,2,Dsp Mutual Fund,2,Debt,Short Duration Funds,4.1,4.1,6.7,3.2699999999999996,0.23881994817217023,516.0,0.3926081715905589,372.0
171,Dsp Small Cap Fund,500,500,0.9,"₹8,953Cr",10,Vinit Sambre,3.38,4.28,18.67,0.86,1.78,6,Dsp Mutual Fund,2,Equity,Small Cap Mutual Funds,0.7,0.7,12.5,4.240499999999999,0.3112025825140345,121.0,0.40411001153019105,261.0
172,Dsp Strategic Bond Fund,500,500,0.47,₹481Cr,10,Vikram Chopra,0.48,0.84,3.0,1.36,0.41,2,Dsp Mutual Fund,3,Debt,Dynamic Bond,3.0,3.0,7.3,2.6485,0.19683690347272162,741.0,0.3580432618617018,611.0
173,Dsp Tax Saver Fund,500,500,0.81,"₹10,129Cr",10,Rohit Singhania,3.19,2.57,16.3,0.94,1.51,6,Dsp Mutual Fund,4,Equity,Elss Mutual Funds,1.8,1.8,13.3,4.5035,0.30544789532022754,132.0,0.4105339062388613,229.0
174,Dsp Top 100 Equity Fund,500,500,1.27,"₹2,605Cr",10,Abhishek Singh,2.98,-1.79,15.88,0.91,1.18,6,Dsp Mutual Fund,1,Equity,Large Cap Mutual Funds,3.6,3.6,8.9,1.7949999999999995,0.2280956953030237,594.0,0.3360045738410434,707.0
175,Dsp Ultra Short Fund,500,500,0.3,"₹2,736Cr",10,Kedar Karnik,3.54,2.39,0.52,1.19,1.54,2,Dsp Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.5,5.5,2.7855000000000003,0.25496143043839314,425.0,0.4022068702710885,275.0
176,Dsp Us Flexible Equity Fund,500,500,1.52,₹770Cr,10,Jay Kothari,1.95,1.855,16.4,0.86,1.1,6,Dsp Mutual Fund,0,Other,Fofs Overseas,2.2,2.2,13.6,3.7319999999999998,0.26635792177823864,343.0,0.34758708535481747,659.0
177,Dsp World Gold Fund,500,500,1.81,₹777Cr,10,Jay Kothari,1.11,1.855,36.51,0.86,0.4,6,Dsp Mutual Fund,0,Other,Fofs Overseas,-9.0,-9.0,10.2,1.5519999999999996,0.17956161958917155,777.0,0.25283882328135265,812.0
178,Dsp World Mining Fund,500,500,1.5,₹188Cr,10,Jay Kothari,1.68,1.855,28.33,0.86,1.08,6,Dsp Mutual Fund,0,Other,Fofs Overseas,-5.4,-5.4,15.0,3.5524999999999993,0.2644628522406673,356.0,0.33769118333814396,698.0
179,Edelweiss Aggressive Hybrid Fund,500,5000,0.36,₹469Cr,10,Bharat Lahoti,3.83,5.57,11.66,0.79,1.72,6,Edelweiss Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,6.5,6.5,13.0,5.317499999999999,0.3443836538100299,59.0,0.46400001698198556,33.0
